a,b,c
81.000000,88.000000,1
85.000000,97.000000,1
73.000000,93.000000,1
81.000000,94.000000,1
73.000000,91.000000,1
82.000000,94.000000,1
78.000000,93.000000,1
86.000000,98.000000,1
89.000000,95.000000,1
86.000000,91.000000,1
72.000000,96.000000,1
71.000000,94.000000,1
85.000000,90.000000,1
86.000000,92.000000,1
84.000000,92.000000,1
78.000000,97.000000,1
80.000000,95.000000,1
72.000000,95.000000,1
72.000000,91.000000,1
71.000000,95.000000,1
78.000000,96.000000,1
81.000000,98.000000,1
78.000000,99.000000,1
90.000000,96.000000,1
78.000000,93.000000,1
76.000000,95.000000,1
72.000000,96.000000,1
84.000000,97.000000,1
71.000000,93.000000,1
81.000000,94.000000,1
84.000000,93.000000,1
71.000000,95.000000,1
79.000000,99.000000,1
82.000000,92.000000,1
89.000000,96.000000,1
75.000000,96.000000,1
84.000000,97.000000,1
84.000000,96.000000,1
83.000000,89.000000,1
88.000000,93.000000,1
81.000000,98.000000,1
74.000000,93.000000,1
77.000000,95.000000,1
75.000000,97.000000,1
88.000000,96.000000,1
82.000000,94.000000,1
86.000000,95.000000,1
80.000000,90.000000,1
75.000000,93.000000,1
92.000000,98.000000,1
76.000000,90.000000,1
91.000000,95.000000,1
83.000000,98.000000,1
75.000000,95.000000,1
81.000000,89.000000,1
85.000000,92.000000,1
92.000000,96.000000,1
73.000000,98.000000,1
93.000000,99.000000,1
90.000000,97.000000,1
84.000000,92.000000,1
94.000000,99.000000,1
86.000000,92.000000,1
90.000000,99.000000,1
71.000000,93.000000,1
83.000000,99.000000,1
93.000000,98.000000,1
71.000000,97.000000,1
82.000000,90.000000,1
77.000000,91.000000,1
80.000000,99.000000,1
72.000000,93.000000,1
74.000000,93.000000,1
84.000000,95.000000,1
76.000000,97.000000,1
72.000000,96.000000,1
86.000000,94.000000,1
72.000000,93.000000,1
75.000000,93.000000,1
85.000000,97.000000,1
83.000000,90.000000,1
92.000000,98.000000,1
74.000000,95.000000,1
83.000000,91.000000,1
80.000000,89.000000,1
85.000000,97.000000,1
83.000000,95.000000,1
79.000000,93.000000,1
89.000000,96.000000,1
77.000000,92.000000,1
79.000000,90.000000,1
80.000000,93.000000,1
91.000000,98.000000,1
85.000000,98.000000,1
91.000000,99.000000,1
88.000000,99.000000,1
88.000000,94.000000,1
87.000000,95.000000,1
75.000000,93.000000,1
78.000000,89.000000,1
91.000000,99.000000,1
74.000000,97.000000,1
87.000000,95.000000,1
85.000000,93.000000,1
89.000000,99.000000,1
71.000000,92.000000,1
84.000000,95.000000,1
78.000000,92.000000,1
79.000000,92.000000,1
78.000000,96.000000,1
75.000000,95.000000,1
74.000000,92.000000,1
84.000000,90.000000,1
90.000000,95.000000,1
85.000000,96.000000,1
91.000000,97.000000,1
89.000000,93.000000,1
76.000000,91.000000,1
86.000000,93.000000,1
87.000000,96.000000,1
83.000000,96.000000,1
85.000000,98.000000,1
77.000000,94.000000,1
91.000000,99.000000,1
78.000000,91.000000,1
74.000000,93.000000,1
84.000000,91.000000,1
81.000000,98.000000,1
84.000000,91.000000,1
76.000000,90.000000,1
89.000000,98.000000,1
85.000000,93.000000,1
85.000000,95.000000,1
82.000000,95.000000,1
77.000000,92.000000,1
87.000000,92.000000,1
77.000000,94.000000,1
74.000000,97.000000,1
87.000000,92.000000,1
79.000000,99.000000,1
75.000000,94.000000,1
73.000000,98.000000,1
88.000000,96.000000,1
71.000000,99.000000,1
92.000000,98.000000,1
86.000000,98.000000,1
77.000000,98.000000,1
86.000000,96.000000,1
74.000000,92.000000,1
79.000000,98.000000,1
83.000000,88.000000,1
87.000000,97.000000,1
86.000000,97.000000,1
93.000000,99.000000,1
90.000000,97.000000,1
82.000000,89.000000,1
81.000000,97.000000,1
72.000000,94.000000,1
87.000000,94.000000,1
71.000000,92.000000,1
92.000000,98.000000,1
72.000000,99.000000,1
89.000000,95.000000,1
83.000000,91.000000,1
91.000000,99.000000,1
82.000000,95.000000,1
87.000000,92.000000,1
83.000000,89.000000,1
74.000000,98.000000,1
87.000000,99.000000,1
71.000000,96.000000,1
85.000000,98.000000,1
80.000000,89.000000,1
90.000000,96.000000,1
77.000000,94.000000,1
77.000000,96.000000,1
86.000000,98.000000,1
86.000000,98.000000,1
81.000000,98.000000,1
88.000000,95.000000,1
90.000000,99.000000,1
80.000000,91.000000,1
82.000000,90.000000,1
77.000000,92.000000,1
80.000000,94.000000,1
84.000000,95.000000,1
83.000000,88.000000,1
71.000000,95.000000,1
92.000000,96.000000,1
82.000000,90.000000,1
81.000000,94.000000,1
79.000000,92.000000,1
78.000000,92.000000,1
73.000000,92.000000,1
83.000000,97.000000,1
87.000000,97.000000,1
72.000000,95.000000,1
84.000000,92.000000,1
85.000000,95.000000,1
93.000000,99.000000,1
84.000000,91.000000,1
78.000000,94.000000,1
92.000000,98.000000,1
74.000000,90.000000,1
78.000000,94.000000,1
77.000000,93.000000,1
72.000000,98.000000,1
81.000000,92.000000,1
75.000000,99.000000,1
89.000000,96.000000,1
84.000000,94.000000,1
79.000000,96.000000,1
84.000000,90.000000,1
87.000000,94.000000,1
73.000000,96.000000,1
83.000000,88.000000,1
71.000000,99.000000,1
93.000000,97.000000,1
86.000000,98.000000,1
88.000000,95.000000,1
77.000000,99.000000,1
80.000000,97.000000,1
72.000000,94.000000,1
83.000000,89.000000,1
78.000000,98.000000,1
80.000000,97.000000,1
84.000000,92.000000,1
88.000000,98.000000,1
72.000000,94.000000,1
85.000000,94.000000,1
79.000000,89.000000,1
91.000000,95.000000,1
78.000000,98.000000,1
86.000000,92.000000,1
83.000000,91.000000,1
79.000000,93.000000,1
85.000000,95.000000,1
85.000000,93.000000,1
75.000000,99.000000,1
88.000000,93.000000,1
74.000000,98.000000,1
84.000000,99.000000,1
71.000000,91.000000,1
87.000000,93.000000,1
78.000000,94.000000,1
87.000000,95.000000,1
83.000000,91.000000,1
90.000000,98.000000,1
83.000000,99.000000,1
86.000000,94.000000,1
82.000000,98.000000,1
74.000000,92.000000,1
83.000000,93.000000,1
72.000000,98.000000,1
83.000000,89.000000,1
80.000000,93.000000,1
84.000000,90.000000,1
74.000000,97.000000,1
80.000000,99.000000,1
72.000000,96.000000,1
86.000000,95.000000,1
78.000000,91.000000,1
89.000000,94.000000,1
81.000000,88.000000,1
81.000000,89.000000,1
71.000000,97.000000,1
92.000000,97.000000,1
87.000000,97.000000,1
80.000000,99.000000,1
86.000000,99.000000,1
84.000000,94.000000,1
74.000000,94.000000,1
89.000000,99.000000,1
85.000000,96.000000,1
76.000000,90.000000,1
91.000000,99.000000,1
77.000000,98.000000,1
78.000000,99.000000,1
83.000000,98.000000,1
88.000000,94.000000,1
77.000000,93.000000,1
79.000000,96.000000,1
83.000000,93.000000,1
72.000000,91.000000,1
83.000000,89.000000,1
93.000000,98.000000,1
81.000000,94.000000,1
80.000000,92.000000,1
85.000000,93.000000,1
82.000000,90.000000,1
76.000000,94.000000,1
86.000000,93.000000,1
83.000000,97.000000,1
86.000000,98.000000,1
79.000000,93.000000,1
80.000000,90.000000,1
84.000000,89.000000,1
73.000000,99.000000,1
76.000000,92.000000,1
85.000000,90.000000,1
71.000000,93.000000,1
72.000000,97.000000,1
79.000000,91.000000,1
82.000000,94.000000,1
87.000000,94.000000,1
75.000000,94.000000,1
73.000000,95.000000,1
88.000000,93.000000,1
85.000000,98.000000,1
76.000000,95.000000,1
90.000000,96.000000,1
74.000000,98.000000,1
84.000000,98.000000,1
89.000000,98.000000,1
86.000000,91.000000,1
95.000000,99.000000,1
72.000000,93.000000,1
80.000000,89.000000,1
86.000000,91.000000,1
71.000000,99.000000,1
87.000000,95.000000,1
85.000000,97.000000,1
80.000000,93.000000,1
75.000000,97.000000,1
83.000000,90.000000,1
76.000000,97.000000,1
74.000000,97.000000,1
80.000000,97.000000,1
75.000000,96.000000,1
82.000000,99.000000,1
72.000000,98.000000,1
81.000000,98.000000,1
88.000000,94.000000,1
82.000000,90.000000,1
77.000000,97.000000,1
73.000000,99.000000,1
76.000000,96.000000,1
71.000000,95.000000,1
76.000000,97.000000,1
72.000000,97.000000,1
73.000000,95.000000,1
81.000000,98.000000,1
78.000000,95.000000,1
92.000000,98.000000,1
76.000000,91.000000,1
71.000000,95.000000,1
71.000000,91.000000,1
73.000000,96.000000,1
85.000000,96.000000,1
74.000000,92.000000,1
76.000000,90.000000,1
75.000000,91.000000,1
85.000000,90.000000,1
72.000000,96.000000,1
94.000000,99.000000,1
79.000000,90.000000,1
87.000000,96.000000,1
86.000000,97.000000,1
80.000000,94.000000,1
78.000000,97.000000,1
74.000000,99.000000,1
84.000000,93.000000,1
79.000000,93.000000,1
83.000000,89.000000,1
92.000000,96.000000,1
71.000000,96.000000,1
78.000000,90.000000,1
94.000000,99.000000,1
85.000000,98.000000,1
86.000000,94.000000,1
74.000000,94.000000,1
85.000000,90.000000,1
71.000000,96.000000,1
71.000000,93.000000,1
80.000000,97.000000,1
90.000000,97.000000,1
72.000000,95.000000,1
84.000000,93.000000,1
78.000000,98.000000,1
76.000000,92.000000,1
87.000000,93.000000,1
90.000000,98.000000,1
81.000000,97.000000,1
85.000000,98.000000,1
74.000000,99.000000,1
88.000000,95.000000,1
88.000000,94.000000,1
80.000000,97.000000,1
73.000000,90.000000,1
80.000000,97.000000,1
79.000000,95.000000,1
76.000000,90.000000,1
81.000000,88.000000,1
82.000000,98.000000,1
83.000000,90.000000,1
82.000000,93.000000,1
73.000000,91.000000,1
78.000000,91.000000,1
89.000000,97.000000,1
83.000000,88.000000,1
73.000000,97.000000,1
74.000000,91.000000,1
73.000000,90.000000,1
75.000000,94.000000,1
75.000000,99.000000,1
80.000000,92.000000,1
85.000000,92.000000,1
86.000000,91.000000,1
82.000000,95.000000,1
78.000000,97.000000,1
72.000000,91.000000,1
90.000000,94.000000,1
78.000000,92.000000,1
76.000000,92.000000,1
76.000000,93.000000,1
76.000000,94.000000,1
75.000000,93.000000,1
84.000000,92.000000,1
80.000000,98.000000,1
74.000000,98.000000,1
72.000000,93.000000,1
83.000000,99.000000,1
79.000000,92.000000,1
83.000000,98.000000,1
73.000000,92.000000,1
78.000000,95.000000,1
77.000000,95.000000,1
71.000000,96.000000,1
74.000000,98.000000,1
74.000000,93.000000,1
84.000000,95.000000,1
73.000000,92.000000,1
71.000000,95.000000,1
86.000000,92.000000,1
79.000000,98.000000,1
79.000000,98.000000,1
83.000000,94.000000,1
88.000000,93.000000,1
77.000000,94.000000,1
82.000000,96.000000,1
78.000000,94.000000,1
82.000000,96.000000,1
79.000000,90.000000,1
73.000000,92.000000,1
87.000000,92.000000,1
86.000000,97.000000,1
86.000000,95.000000,1
72.000000,99.000000,1
88.000000,96.000000,1
82.000000,97.000000,1
91.000000,98.000000,1
85.000000,97.000000,1
84.000000,94.000000,1
85.000000,94.000000,1
80.000000,95.000000,1
77.000000,93.000000,1
73.000000,92.000000,1
93.000000,97.000000,1
80.000000,95.000000,1
84.000000,97.000000,1
72.000000,97.000000,1
89.000000,95.000000,1
93.000000,97.000000,1
83.000000,97.000000,1
78.000000,98.000000,1
79.000000,99.000000,1
91.000000,98.000000,1
84.000000,91.000000,1
80.000000,94.000000,1
92.000000,98.000000,1
80.000000,97.000000,1
88.000000,96.000000,1
80.000000,94.000000,1
82.000000,95.000000,1
87.000000,98.000000,1
74.000000,93.000000,1
88.000000,98.000000,1
81.000000,94.000000,1
79.000000,98.000000,1
87.000000,92.000000,1
85.000000,90.000000,1
73.000000,95.000000,1
95.000000,99.000000,1
79.000000,90.000000,1
86.000000,92.000000,1
72.000000,95.000000,1
79.000000,94.000000,1
84.000000,97.000000,1
82.000000,88.000000,1
83.000000,91.000000,1
80.000000,91.000000,1
73.000000,94.000000,1
78.000000,96.000000,1
84.000000,93.000000,1
76.000000,98.000000,1
88.000000,96.000000,1
82.000000,89.000000,1
78.000000,94.000000,1
80.000000,93.000000,1
87.000000,95.000000,1
78.000000,92.000000,1
80.000000,96.000000,1
84.000000,97.000000,1
86.000000,97.000000,1
81.000000,92.000000,1
72.000000,97.000000,1
90.000000,94.000000,1
71.000000,94.000000,1
84.000000,99.000000,1
84.000000,96.000000,1
88.000000,97.000000,1
78.000000,90.000000,1
82.000000,95.000000,1
71.000000,97.000000,1
71.000000,94.000000,1
83.000000,89.000000,1
88.000000,97.000000,1
78.000000,98.000000,1
80.000000,94.000000,1
79.000000,91.000000,1
77.000000,92.000000,1
85.000000,92.000000,1
93.000000,98.000000,1
74.000000,96.000000,1
82.000000,99.000000,1
84.000000,96.000000,1
86.000000,99.000000,1
80.000000,89.000000,1
83.000000,96.000000,1
75.000000,91.000000,1
90.000000,97.000000,1
84.000000,89.000000,1
78.000000,90.000000,1
78.000000,93.000000,1
90.000000,98.000000,1
71.000000,99.000000,1
75.000000,96.000000,1
75.000000,91.000000,1
84.000000,90.000000,1
72.000000,94.000000,1
75.000000,97.000000,1
79.000000,96.000000,1
72.000000,95.000000,1
86.000000,94.000000,1
73.000000,98.000000,1
88.000000,96.000000,1
84.000000,90.000000,1
73.000000,93.000000,1
83.000000,95.000000,1
82.000000,99.000000,1
84.000000,94.000000,1
78.000000,95.000000,1
77.000000,91.000000,1
79.000000,98.000000,1
82.000000,99.000000,1
79.000000,98.000000,1
95.000000,99.000000,1
86.000000,97.000000,1
75.000000,96.000000,1
80.000000,93.000000,1
89.000000,95.000000,1
71.000000,97.000000,1
86.000000,93.000000,1
77.000000,98.000000,1
73.000000,99.000000,1
76.000000,95.000000,1
80.000000,91.000000,1
83.000000,92.000000,1
75.000000,91.000000,1
84.000000,99.000000,1
77.000000,94.000000,1
87.000000,98.000000,1
78.000000,95.000000,1
79.000000,96.000000,1
94.000000,98.000000,1
80.000000,98.000000,1
79.000000,93.000000,1
77.000000,94.000000,1
87.000000,95.000000,1
71.000000,96.000000,1
80.000000,98.000000,1
78.000000,91.000000,1
90.000000,94.000000,1
80.000000,96.000000,1
77.000000,97.000000,1
76.000000,92.000000,1
82.000000,90.000000,1
93.000000,98.000000,1
81.000000,99.000000,1
90.000000,94.000000,1
74.000000,91.000000,1
80.000000,89.000000,1
94.000000,98.000000,1
82.000000,90.000000,1
76.000000,92.000000,1
84.000000,91.000000,1
72.000000,93.000000,1
86.000000,98.000000,1
75.000000,96.000000,1
83.000000,94.000000,1
75.000000,97.000000,1
93.000000,99.000000,1
79.000000,94.000000,1
90.000000,94.000000,1
81.000000,99.000000,1
77.000000,91.000000,1
90.000000,94.000000,1
88.000000,98.000000,1
89.000000,99.000000,1
89.000000,97.000000,1
85.000000,91.000000,1
88.000000,99.000000,1
84.000000,92.000000,1
93.000000,99.000000,1
82.000000,89.000000,1
73.000000,91.000000,1
83.000000,88.000000,1
84.000000,96.000000,1
77.000000,92.000000,1
90.000000,95.000000,1
86.000000,99.000000,1
82.000000,96.000000,1
77.000000,94.000000,1
73.000000,97.000000,1
95.000000,99.000000,1
80.000000,95.000000,1
80.000000,93.000000,1
88.000000,93.000000,1
72.000000,91.000000,1
72.000000,96.000000,1
73.000000,90.000000,1
89.000000,98.000000,1
80.000000,93.000000,1
90.000000,96.000000,1
73.000000,99.000000,1
76.000000,97.000000,1
89.000000,99.000000,1
83.000000,91.000000,1
88.000000,95.000000,1
92.000000,97.000000,1
90.000000,97.000000,1
84.000000,91.000000,1
72.000000,96.000000,1
74.000000,95.000000,1
77.000000,91.000000,1
83.000000,89.000000,1
77.000000,91.000000,1
79.000000,93.000000,1
83.000000,95.000000,1
76.000000,92.000000,1
86.000000,92.000000,1
79.000000,95.000000,1
85.000000,92.000000,1
78.000000,98.000000,1
87.000000,97.000000,1
75.000000,98.000000,1
74.000000,98.000000,1
77.000000,92.000000,1
86.000000,99.000000,1
82.000000,91.000000,1
76.000000,94.000000,1
75.000000,96.000000,1
90.000000,98.000000,1
81.000000,88.000000,1
89.000000,97.000000,1
88.000000,97.000000,1
77.000000,89.000000,1
82.000000,91.000000,1
79.000000,94.000000,1
81.000000,93.000000,1
84.000000,94.000000,1
77.000000,92.000000,1
85.000000,91.000000,1
83.000000,95.000000,1
79.000000,97.000000,1
83.000000,91.000000,1
74.000000,94.000000,1
84.000000,91.000000,1
82.000000,95.000000,1
86.000000,93.000000,1
73.000000,90.000000,1
72.000000,92.000000,1
73.000000,98.000000,1
83.000000,90.000000,1
93.000000,98.000000,1
76.000000,94.000000,1
83.000000,92.000000,1
80.000000,97.000000,1
87.000000,99.000000,1
78.000000,89.000000,1
91.000000,96.000000,1
94.000000,99.000000,1
87.000000,93.000000,1
79.000000,94.000000,1
80.000000,96.000000,1
81.000000,89.000000,1
76.000000,93.000000,1
85.000000,95.000000,1
77.000000,91.000000,1
86.000000,99.000000,1
75.000000,94.000000,1
85.000000,96.000000,1
88.000000,99.000000,1
90.000000,94.000000,1
90.000000,96.000000,1
79.000000,89.000000,1
92.000000,97.000000,1
85.000000,95.000000,1
75.000000,92.000000,1
81.000000,88.000000,1
76.000000,99.000000,1
81.000000,95.000000,1
72.000000,94.000000,1
76.000000,99.000000,1
78.000000,90.000000,1
86.000000,98.000000,1
84.000000,96.000000,1
78.000000,90.000000,1
82.000000,89.000000,1
89.000000,98.000000,1
81.000000,97.000000,1
89.000000,95.000000,1
83.000000,97.000000,1
72.000000,94.000000,1
79.000000,93.000000,1
81.000000,99.000000,1
82.000000,95.000000,1
91.000000,99.000000,1
71.000000,92.000000,1
71.000000,99.000000,1
77.000000,95.000000,1
84.000000,93.000000,1
74.000000,97.000000,1
85.000000,99.000000,1
76.000000,91.000000,1
80.000000,99.000000,1
81.000000,96.000000,1
84.000000,90.000000,1
80.000000,96.000000,1
85.000000,98.000000,1
92.000000,97.000000,1
83.000000,88.000000,1
84.000000,90.000000,1
71.000000,98.000000,1
86.000000,96.000000,1
77.000000,95.000000,1
94.000000,99.000000,1
78.000000,98.000000,1
87.000000,99.000000,1
84.000000,98.000000,1
90.000000,94.000000,1
75.000000,93.000000,1
90.000000,98.000000,1
76.000000,96.000000,1
92.000000,96.000000,1
94.000000,99.000000,1
81.000000,99.000000,1
72.000000,96.000000,1
79.000000,89.000000,1
90.000000,98.000000,1
81.000000,92.000000,1
81.000000,91.000000,1
80.000000,89.000000,1
83.000000,97.000000,1
80.000000,94.000000,1
90.000000,99.000000,1
86.000000,97.000000,1
75.000000,90.000000,1
77.000000,95.000000,1
85.000000,92.000000,1
75.000000,96.000000,1
85.000000,99.000000,1
81.000000,91.000000,1
72.000000,92.000000,1
81.000000,96.000000,1
79.000000,95.000000,1
82.000000,90.000000,1
83.000000,96.000000,1
82.000000,90.000000,1
81.000000,96.000000,1
92.000000,99.000000,1
71.000000,91.000000,1
94.000000,99.000000,1
77.000000,95.000000,1
73.000000,96.000000,1
83.000000,97.000000,1
77.000000,90.000000,1
74.000000,92.000000,1
73.000000,94.000000,1
88.000000,94.000000,1
82.000000,88.000000,1
74.000000,90.000000,1
75.000000,96.000000,1
83.000000,91.000000,1
82.000000,88.000000,1
83.000000,92.000000,1
82.000000,92.000000,1
77.000000,94.000000,1
83.000000,97.000000,1
82.000000,88.000000,1
80.000000,89.000000,1
83.000000,94.000000,1
74.000000,95.000000,1
81.000000,93.000000,1
81.000000,97.000000,1
77.000000,93.000000,1
76.000000,94.000000,1
82.000000,96.000000,1
90.000000,94.000000,1
84.000000,97.000000,1
82.000000,91.000000,1
78.000000,92.000000,1
85.000000,93.000000,1
78.000000,97.000000,1
82.000000,89.000000,1
85.000000,98.000000,1
74.000000,94.000000,1
87.000000,98.000000,1
73.000000,92.000000,1
73.000000,97.000000,1
79.000000,94.000000,1
90.000000,99.000000,1
85.000000,92.000000,1
85.000000,91.000000,1
78.000000,96.000000,1
82.000000,89.000000,1
89.000000,95.000000,1
84.000000,91.000000,1
79.000000,98.000000,1
84.000000,93.000000,1
85.000000,94.000000,1
85.000000,91.000000,1
83.000000,96.000000,1
90.000000,96.000000,1
83.000000,93.000000,1
90.000000,99.000000,1
76.000000,91.000000,1
74.000000,97.000000,1
78.000000,92.000000,1
87.000000,94.000000,1
87.000000,99.000000,1
88.000000,99.000000,1
90.000000,99.000000,1
88.000000,96.000000,1
82.000000,93.000000,1
90.000000,98.000000,1
85.000000,98.000000,1
90.000000,95.000000,1
75.000000,90.000000,1
82.000000,92.000000,1
79.000000,93.000000,1
78.000000,94.000000,1
72.000000,97.000000,1
74.000000,92.000000,1
86.000000,96.000000,1
73.000000,94.000000,1
86.000000,96.000000,1
83.000000,98.000000,1
73.000000,98.000000,1
80.000000,90.000000,1
85.000000,93.000000,1
75.000000,91.000000,1
85.000000,93.000000,1
79.000000,92.000000,1
77.000000,95.000000,1
76.000000,91.000000,1
83.000000,97.000000,1
79.000000,96.000000,1
89.000000,95.000000,1
78.000000,94.000000,1
87.000000,97.000000,1
84.000000,96.000000,1
90.000000,95.000000,1
82.000000,89.000000,1
83.000000,98.000000,1
77.000000,90.000000,1
85.000000,93.000000,1
84.000000,92.000000,1
73.000000,93.000000,1
90.000000,99.000000,1
71.000000,92.000000,1
79.000000,97.000000,1
78.000000,92.000000,1
73.000000,99.000000,1
74.000000,97.000000,1
84.000000,97.000000,1
86.000000,95.000000,1
85.000000,99.000000,1
72.000000,95.000000,1
71.000000,94.000000,1
81.000000,93.000000,1
91.000000,96.000000,1
73.000000,97.000000,1
83.000000,94.000000,1
92.000000,96.000000,1
77.000000,90.000000,1
83.000000,98.000000,1
81.000000,95.000000,1
72.000000,98.000000,1
81.000000,92.000000,1
80.000000,98.000000,1
84.000000,93.000000,1
74.000000,95.000000,1
82.000000,93.000000,1
90.000000,96.000000,1
72.000000,99.000000,1
72.000000,95.000000,1
80.000000,89.000000,1
73.000000,97.000000,1
81.000000,91.000000,1
79.000000,92.000000,1
71.000000,98.000000,1
74.000000,97.000000,1
85.000000,98.000000,1
79.000000,90.000000,1
92.000000,98.000000,1
84.000000,99.000000,1
77.000000,90.000000,1
85.000000,91.000000,1
72.000000,95.000000,1
78.000000,96.000000,1
71.000000,93.000000,1
80.000000,96.000000,1
86.000000,97.000000,1
82.000000,96.000000,1
71.000000,92.000000,1
87.000000,98.000000,1
78.000000,89.000000,1
84.000000,94.000000,1
78.000000,94.000000,1
83.000000,91.000000,1
86.000000,92.000000,1
79.000000,93.000000,1
89.000000,98.000000,1
71.000000,91.000000,1
83.000000,89.000000,1
78.000000,91.000000,1
76.000000,93.000000,1
85.000000,94.000000,1
78.000000,92.000000,1
86.000000,94.000000,1
82.000000,96.000000,1
83.000000,99.000000,1
77.000000,92.000000,1
94.000000,98.000000,1
86.000000,92.000000,1
82.000000,98.000000,1
72.000000,96.000000,1
92.000000,98.000000,1
71.000000,97.000000,1
74.000000,96.000000,1
79.000000,89.000000,1
73.000000,91.000000,1
94.000000,98.000000,1
71.000000,96.000000,1
88.000000,98.000000,1
87.000000,92.000000,1
79.000000,99.000000,1
86.000000,95.000000,1
83.000000,89.000000,1
73.000000,94.000000,1
78.000000,90.000000,1
80.000000,98.000000,1
73.000000,92.000000,1
71.000000,93.000000,1
76.000000,96.000000,1
83.000000,99.000000,1
83.000000,98.000000,1
87.000000,95.000000,1
87.000000,94.000000,1
90.000000,99.000000,1
90.000000,96.000000,1
85.000000,96.000000,1
74.000000,98.000000,1
82.000000,90.000000,1
79.000000,93.000000,1
83.000000,96.000000,1
75.000000,91.000000,1
76.000000,90.000000,1
80.000000,98.000000,1
80.000000,92.000000,1
83.000000,89.000000,1
82.000000,94.000000,1
73.000000,91.000000,1
94.000000,98.000000,1
92.000000,97.000000,1
80.000000,99.000000,1
86.000000,93.000000,1
94.000000,92.000000,1
75.000000,89.000000,1
99.000000,97.000000,1
92.000000,95.000000,1
97.000000,99.000000,1
72.000000,84.000000,1
72.000000,87.000000,1
91.000000,90.000000,1
83.000000,87.000000,1
78.000000,85.000000,1
90.000000,89.000000,1
79.000000,83.000000,1
92.000000,91.000000,1
86.000000,90.000000,1
74.000000,84.000000,1
93.000000,96.000000,1
91.000000,94.000000,1
84.000000,87.000000,1
80.000000,83.000000,1
73.000000,88.000000,1
80.000000,87.000000,1
85.000000,86.000000,1
81.000000,85.000000,1
82.000000,84.000000,1
82.000000,84.000000,1
96.000000,94.000000,1
89.000000,90.000000,1
86.000000,89.000000,1
96.000000,99.000000,1
76.000000,85.000000,1
76.000000,89.000000,1
79.000000,87.000000,1
95.000000,97.000000,1
81.000000,87.000000,1
75.000000,80.000000,1
97.000000,96.000000,1
93.000000,93.000000,1
91.000000,94.000000,1
79.000000,88.000000,1
75.000000,84.000000,1
95.000000,95.000000,1
77.000000,84.000000,1
86.000000,89.000000,1
92.000000,93.000000,1
87.000000,90.000000,1
98.000000,99.000000,1
77.000000,88.000000,1
80.000000,83.000000,1
73.000000,89.000000,1
90.000000,91.000000,1
97.000000,99.000000,1
77.000000,82.000000,1
72.000000,88.000000,1
89.000000,91.000000,1
85.000000,86.000000,1
86.000000,88.000000,1
74.000000,82.000000,1
90.000000,90.000000,1
71.000000,90.000000,1
99.000000,97.000000,1
92.000000,94.000000,1
